tracking_status,review_priority,scout_priority,scout_reasons,person_id,display_name,full_title,mekhq_status,rank,primary_role,secondary_role,unit_id,unit_name,crew_role,formation_id,formation_name,employed,deployed,joined_campaign,recruitment_date,salary,highest_education,education_status,education_stage,school_name,program_name,credential_or_qualification,target_role,enrolled_on,expected_graduation,graduated_on,days_remaining,journey_time_days,travel_days_elapsed,requires_assignment_review,latest_education_event,warrior_skills,skill_summary,notable_traits_or_options,traits_or_options_summary,target_job,assignment_action,review_note
dependent_on_payroll_review,medium,low,no warrior-candidate signal in compact summaries,b0f1d512-d00e-4b1f-8c13-ff0d84b4bc36,Youn-Soo Sakala,Youn-Soo Sakala,Camp Follower,,Dependent,None,Unknown,Unknown,Unknown,Unknown,Unknown,false,false,3035-08-24,Unknown,0 C-Bill,Early Childhood,not_applicable,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,false,,,,,,,,Dependent remains in the live personnel export; review scholarship/enrollment status manually.
dependent_on_payroll_review,medium,low,no warrior-candidate signal in compact summaries,3dbfbbb4-1da5-4cbc-b2b1-02518a78cd1c,Jarmil Holle,Jarmil Holle,Camp Follower,,Dependent,None,Unknown,Unknown,Unknown,Unknown,Unknown,false,false,3035-09-14,Unknown,0 C-Bill,Early Childhood,not_applicable,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,false,,,,,,,,Dependent remains in the live personnel export; review scholarship/enrollment status manually.
dependent_on_payroll_review,medium,low,no warrior-candidate signal in compact summaries,21a61497-7ccc-4ae4-98d8-3c4ce00828f0,Lieuuara Nguyen-Tan,Lieuuara Nguyen-Tan,Camp Follower,,Dependent,None,Unknown,Unknown,Unknown,Unknown,Unknown,false,false,3035-10-05,Unknown,0 C-Bill,Early Childhood,not_applicable,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,false,,,,,,,,Dependent remains in the live personnel export; review scholarship/enrollment status manually.
dependent_on_payroll_review,medium,low,no warrior-candidate signal in compact summaries,3f088ae0-64fc-4d2d-89d0-63b1f118ac1b,Xian-yao Holberg,Xian-yao Holberg,Camp Follower,,Dependent,None,Unknown,Unknown,Unknown,Unknown,Unknown,false,false,3036-05-01,Unknown,0 C-Bill,Early Childhood,not_applicable,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,false,,,,,,,,Dependent remains in the live personnel export; review scholarship/enrollment status manually.
dependent_on_payroll_review,medium,low,no warrior-candidate signal in compact summaries,cd48d652-d366-4f82-a315-efbdef57d67e,Ying-Lan Hassan,Ying-Lan Hassan,Camp Follower,,Dependent,None,Unknown,Unknown,Unknown,Unknown,Unknown,false,false,3036-05-02,Unknown,0 C-Bill,Early Childhood,not_applicable,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,false,,,,,,,,Dependent remains in the live personnel export; review scholarship/enrollment status manually.
dependent_on_payroll_review,medium,low,no warrior-candidate signal in compact summaries,b7b38c4d-48ea-46a0-b39c-8b25aad3f4e7,Kasienka Paramita,Kasienka Paramita,Camp Follower,,Dependent,None,Unknown,Unknown,Unknown,Unknown,Unknown,false,false,3036-07-01,Unknown,0 C-Bill,Early Childhood,not_applicable,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,false,,,,,,,,Dependent remains in the live personnel export; review scholarship/enrollment status manually.
dependent_on_payroll_review,medium,low,no warrior-candidate signal in compact summaries,7df50eee-3e02-44e1-a6d9-8245ea03ca09,Isaac Arikan,Isaac Arikan,Camp Follower,,Dependent,None,Unknown,Unknown,Unknown,Unknown,Unknown,false,false,3036-07-04,Unknown,0 C-Bill,Early Childhood,not_applicable,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,false,,,,,,,,Dependent remains in the live personnel export; review scholarship/enrollment status manually.
dependent_on_payroll_review,medium,low,no warrior-candidate signal in compact summaries,96294cfe-ec31-4b68-8984-96fe44132686,Sara Shinohara,Sara Shinohara,Camp Follower,,Dependent,None,Unknown,Unknown,Unknown,Unknown,Unknown,false,false,3036-09-19,Unknown,0 C-Bill,Early Childhood,not_applicable,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,false,,,,,,,,Dependent remains in the live personnel export; review scholarship/enrollment status manually.
dependent_on_payroll_review,medium,low,no warrior-candidate signal in compact summaries,64d08190-a483-4133-89e8-4e05d1c82902,Raharjo Dunajski,Raharjo Dunajski,Camp Follower,,Dependent,None,Unknown,Unknown,Unknown,Unknown,Unknown,false,false,3036-12-19,Unknown,0 C-Bill,Early Childhood,not_applicable,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,false,,,,,,,,Dependent remains in the live personnel export; review scholarship/enrollment status manually.
dependent_on_payroll_review,medium,low,no warrior-candidate signal in compact summaries,b76c8f12-dffb-4984-86ba-68369e9390b7,Giang-Tien De Jesús,Giang-Tien De Jesús,Camp Follower,,Dependent,None,Unknown,Unknown,Unknown,Unknown,Unknown,false,false,3037-03-27,Unknown,0 C-Bill,Early Childhood,not_applicable,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,false,,,,,,,,Dependent remains in the live personnel export; review scholarship/enrollment status manually.
dependent_on_payroll_review,medium,low,no warrior-candidate signal in compact summaries,bc044525-c75b-4c93-9b5a-1a28b4125e98,Janet Lamberts,Janet Lamberts,Camp Follower,,Dependent,None,Unknown,Unknown,Unknown,Unknown,Unknown,false,false,3037-05-01,Unknown,0 C-Bill,Early Childhood,not_applicable,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,false,,,,,,,,Dependent remains in the live personnel export; review scholarship/enrollment status manually.
dependent_on_payroll_review,medium,low,no warrior-candidate signal in compact summaries,d11f9764-928e-4966-9a76-63be8d679aea,Sadie Peres,Sadie Peres,Camp Follower,,Dependent,None,Unknown,Unknown,Unknown,Unknown,Unknown,false,false,3037-05-29,Unknown,0 C-Bill,Early Childhood,not_applicable,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,false,,,,,,,,Dependent remains in the live personnel export; review scholarship/enrollment status manually.
dependent_on_payroll_review,medium,low,no warrior-candidate signal in compact summaries,58e4aa75-7eaf-433c-9c89-4501112c6164,Tika Reufi-Andrada,Tika Reufi-Andrada,Camp Follower,,Dependent,None,Unknown,Unknown,Unknown,Unknown,Unknown,false,false,3037-05-29,Unknown,0 C-Bill,Early Childhood,not_applicable,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,false,,,,,,,,Dependent remains in the live personnel export; review scholarship/enrollment status manually.
dependent_on_payroll_review,medium,low,no warrior-candidate signal in compact summaries,27ba825a-f5f8-41fb-b110-8611d18e3be8,Soleh Lohmeyer,Soleh Lohmeyer,Camp Follower,,Dependent,None,Unknown,Unknown,Unknown,Unknown,Unknown,false,false,3037-08-07,Unknown,0 C-Bill,Early Childhood,not_applicable,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,false,,,,,,,,Dependent remains in the live personnel export; review scholarship/enrollment status manually.
dependent_on_payroll_review,medium,low,no warrior-candidate signal in compact summaries,0746712a-9d8d-490c-99f5-df7ac454e779,Fia Arikan,Fia Arikan,Camp Follower,,Dependent,None,Unknown,Unknown,Unknown,Unknown,Unknown,false,false,3037-09-04,Unknown,0 C-Bill,Early Childhood,not_applicable,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,false,,,,,,,,Dependent remains in the live personnel export; review scholarship/enrollment status manually.
dependent_on_payroll_review,medium,low,no warrior-candidate signal in compact summaries,9d2aeb2c-ae02-4d08-a1b3-9920b3701810,Lião Hanyak,Lião Hanyak,Camp Follower,,Dependent,None,Unknown,Unknown,Unknown,Unknown,Unknown,false,false,3037-10-01,Unknown,0 C-Bill,Early Childhood,not_applicable,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,false,,,,,,,,Dependent remains in the live personnel export; review scholarship/enrollment status manually.
dependent_on_payroll_review,medium,low,no warrior-candidate signal in compact summaries,a843c4b5-1c64-4ca6-bed9-03012ce39c4e,Sang-en Cho,Sang-en Cho,Camp Follower,,Dependent,None,Unknown,Unknown,Unknown,Unknown,Unknown,false,false,3037-10-01,Unknown,0 C-Bill,Early Childhood,not_applicable,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,false,,,,,,,,Dependent remains in the live personnel export; review scholarship/enrollment status manually.
dependent_on_payroll_review,medium,low,no warrior-candidate signal in compact summaries,2e404ad7-23f6-4498-b355-d77cb1d3a8d5,Martin Ellicott,Martin Ellicott,Camp Follower,,Dependent,None,Unknown,Unknown,Unknown,Unknown,Unknown,false,false,3038-04-09,Unknown,0 C-Bill,Early Childhood,not_applicable,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,false,,,,,,,,Dependent remains in the live personnel export; review scholarship/enrollment status manually.
dependent_on_payroll_review,medium,low,no warrior-candidate signal in compact summaries,8158577c-0dd2-4756-9a05-e6ed582d0d7e,Robert Herrera,Robert Herrera,Camp Follower,,Dependent,None,Unknown,Unknown,Unknown,Unknown,Unknown,false,false,3038-05-18,Unknown,0 C-Bill,Early Childhood,not_applicable,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,false,,,,,,,,Dependent remains in the live personnel export; review scholarship/enrollment status manually.
dependent_on_payroll_review,medium,low,no warrior-candidate signal in compact summaries,85cd824f-3a43-4391-84d3-2fd4fb5ae924,George Jacopino,George Jacopino,Camp Follower,,Dependent,None,Unknown,Unknown,Unknown,Unknown,Unknown,false,false,3038-06-25,Unknown,0 C-Bill,Early Childhood,not_applicable,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,false,,,,,,,,Dependent remains in the live personnel export; review scholarship/enrollment status manually.
dependent_on_payroll_review,medium,low,no warrior-candidate signal in compact summaries,2f20f3a0-dd29-4c0d-9887-6139405b6180,Janet Ceralde,Janet Ceralde,Camp Follower,,Dependent,None,Unknown,Unknown,Unknown,Unknown,Unknown,false,false,3038-07-16,Unknown,0 C-Bill,Early Childhood,not_applicable,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,false,,,,,,,,Dependent remains in the live personnel export; review scholarship/enrollment status manually.
dependent_on_payroll_review,medium,low,no warrior-candidate signal in compact summaries,ed48b40c-1ac5-48eb-9fef-6116f0e12681,Kemala King-Stasinopoulos,Kemala King-Stasinopoulos,Camp Follower,,Dependent,None,Unknown,Unknown,Unknown,Unknown,Unknown,false,false,3038-07-16,Unknown,0 C-Bill,Early Childhood,not_applicable,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,false,,,,,,,,Dependent remains in the live personnel export; review scholarship/enrollment status manually.
dependent_on_payroll_review,medium,low,no warrior-candidate signal in compact summaries,d8ce11f8-e2d3-462b-8114-07e46b9471d1,Vera Arikan,Vera Arikan,Camp Follower,,Dependent,None,Unknown,Unknown,Unknown,Unknown,Unknown,false,false,3038-07-16,Unknown,0 C-Bill,Early Childhood,not_applicable,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,false,,,,,,,,Dependent remains in the live personnel export; review scholarship/enrollment status manually.
dependent_on_payroll_review,medium,low,no warrior-candidate signal in compact summaries,9ca8d9f4-7a3e-4638-86ea-d832edaf8f29,Sergio Nguyen-Tan,Sergio Nguyen-Tan,Camp Follower,,Dependent,None,Unknown,Unknown,Unknown,Unknown,Unknown,false,false,3038-08-27,Unknown,0 C-Bill,Early Childhood,not_applicable,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,false,,,,,,,,Dependent remains in the live personnel export; review scholarship/enrollment status manually.
dependent_on_payroll_review,medium,low,no warrior-candidate signal in compact summaries,cc85333c-58a9-44e7-9683-aef7a0ab43cb,Frank García,Frank García,Camp Follower,,Dependent,None,Unknown,Unknown,Unknown,Unknown,Unknown,false,false,3039-01-03,Unknown,0 C-Bill,Early Childhood,not_applicable,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,false,,,,,,,,Dependent remains in the live personnel export; review scholarship/enrollment status manually.
dependent_on_payroll_review,medium,low,no warrior-candidate signal in compact summaries,b1de49fe-5c8c-4e8d-8bd3-857f97f711b2,Thehnaz Hartleben,Thehnaz Hartleben,Camp Follower,,Dependent,None,Unknown,Unknown,Unknown,Unknown,Unknown,false,false,3039-03-25,Unknown,0 C-Bill,Early Childhood,not_applicable,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,false,,,,,,,,Dependent remains in the live personnel export; review scholarship/enrollment status manually.
dependent_on_payroll_review,medium,low,no warrior-candidate signal in compact summaries,6c8149e1-92b2-4563-8f1a-739a53b7d87e,Caroline Álvarez,Caroline Álvarez,Camp Follower,,Dependent,None,Unknown,Unknown,Unknown,Unknown,Unknown,false,false,3039-04-08,Unknown,0 C-Bill,Early Childhood,not_applicable,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,false,,,,,,,,Dependent remains in the live personnel export; review scholarship/enrollment status manually.
dependent_on_payroll_review,medium,low,no warrior-candidate signal in compact summaries,72d04dfe-c4d7-48e5-b9c7-ff1f52a84da5,Flavia Venditti,Flavia Venditti,Camp Follower,,Dependent,None,Unknown,Unknown,Unknown,Unknown,Unknown,false,false,3039-04-29,Unknown,0 C-Bill,Early Childhood,not_applicable,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,false,,,,,,,,Dependent remains in the live personnel export; review scholarship/enrollment status manually.
dependent_on_payroll_review,medium,low,no warrior-candidate signal in compact summaries,7d0cabe7-f5fa-4ac7-8566-b0365def6e77,Kar-Wing Foxton,Kar-Wing Foxton,Camp Follower,,Dependent,None,Unknown,Unknown,Unknown,Unknown,Unknown,false,false,3039-05-13,Unknown,0 C-Bill,Early Childhood,not_applicable,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,false,,,,,,,,Dependent remains in the live personnel export; review scholarship/enrollment status manually.
dependent_on_payroll_review,medium,low,no warrior-candidate signal in compact summaries,f2c81ad1-86a3-4841-a2fa-a507525a30dc,Aasia Farquhar,Aasia Farquhar,Camp Follower,,Dependent,None,Unknown,Unknown,Unknown,Unknown,Unknown,false,false,3039-05-19,Unknown,0 C-Bill,Early Childhood,not_applicable,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,false,,,,,,,,Dependent remains in the live personnel export; review scholarship/enrollment status manually.
dependent_on_payroll_review,medium,low,no warrior-candidate signal in compact summaries,ad9b00d0-40bd-4114-b00d-5d97872163cf,Felix Nienaber,Felix Nienaber,Camp Follower,,Dependent,None,Unknown,Unknown,Unknown,Unknown,Unknown,false,false,3039-05-19,Unknown,0 C-Bill,Early Childhood,not_applicable,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,false,,,,,,,,Dependent remains in the live personnel export; review scholarship/enrollment status manually.
dependent_on_payroll_review,medium,low,no warrior-candidate signal in compact summaries,7dcd5b70-5d21-4fc3-bd70-6645f63b16a3,Iestyn Sobczak-Neha,Iestyn Sobczak-Neha,Camp Follower,,Dependent,None,Unknown,Unknown,Unknown,Unknown,Unknown,false,false,3039-06-24,Unknown,0 C-Bill,Early Childhood,not_applicable,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,false,,,,,,,,Dependent remains in the live personnel export; review scholarship/enrollment status manually.
dependent_on_payroll_review,medium,low,no warrior-candidate signal in compact summaries,e4f35198-ae34-4c4e-b379-6f6938ed95b3,John Salih,John Salih,Camp Follower,,Dependent,None,Unknown,Unknown,Unknown,Unknown,Unknown,false,false,3039-06-24,Unknown,0 C-Bill,Early Childhood,not_applicable,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,false,,,,,,,,Dependent remains in the live personnel export; review scholarship/enrollment status manually.
dependent_on_payroll_review,medium,low,no warrior-candidate signal in compact summaries,38d5871c-f496-4a04-8da4-17744fb34204,Shi-ping Osmundsen,Shi-ping Osmundsen,Camp Follower,,Dependent,None,Unknown,Unknown,Unknown,Unknown,Unknown,false,false,3039-07-15,Unknown,0 C-Bill,Early Childhood,not_applicable,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,false,,,,,,,,Dependent remains in the live personnel export; review scholarship/enrollment status manually.
dependent_on_payroll_review,medium,low,no warrior-candidate signal in compact summaries,91804fe5-3818-4463-9ebc-b71d7ff1eadf,Florian Stoltz,Florian Stoltz,Camp Follower,,Dependent,None,Unknown,Unknown,Unknown,Unknown,Unknown,false,false,3039-10-21,Unknown,0 C-Bill,Early Childhood,not_applicable,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,false,,,,,,,,Dependent remains in the live personnel export; review scholarship/enrollment status manually.
dependent_on_payroll_review,medium,low,no warrior-candidate signal in compact summaries,e955d1e5-1332-491d-b46c-42936761991c,R.J. Cavell,R.J. Cavell,Camp Follower,,Dependent,None,Unknown,Unknown,Unknown,Unknown,Unknown,false,false,3039-11-11,Unknown,0 C-Bill,Early Childhood,not_applicable,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,false,,,,,,,,Dependent remains in the live personnel export; review scholarship/enrollment status manually.
dependent_on_payroll_review,medium,low,no warrior-candidate signal in compact summaries,a2541080-696b-4acf-b529-cfa0b18c0772,Eric Cannavo,Eric Cannavo,Camp Follower,,Dependent,None,Unknown,Unknown,Unknown,Unknown,Unknown,false,false,3040-01-06,Unknown,0 C-Bill,Early Childhood,not_applicable,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,false,,,,,,,,Dependent remains in the live personnel export; review scholarship/enrollment status manually.
dependent_on_payroll_review,medium,low,no warrior-candidate signal in compact summaries,58c03f3a-b7f6-4ffc-9c4b-ba155bcd8497,Mary Narusov,Mary Narusov,Camp Follower,,Dependent,None,Unknown,Unknown,Unknown,Unknown,Unknown,false,false,3040-01-13,Unknown,0 C-Bill,Early Childhood,not_applicable,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,false,,,,,,,,Dependent remains in the live personnel export; review scholarship/enrollment status manually.
dependent_on_payroll_review,medium,low,no warrior-candidate signal in compact summaries,fa385d8a-db94-4582-9a93-f66df299162b,Betty Sopa,Betty Sopa,Camp Follower,,Dependent,None,Unknown,Unknown,Unknown,Unknown,Unknown,false,false,3040-03-02,Unknown,0 C-Bill,Early Childhood,not_applicable,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,false,,,,,,,,Dependent remains in the live personnel export; review scholarship/enrollment status manually.
dependent_on_payroll_review,medium,low,no warrior-candidate signal in compact summaries,73fc526c-4ca8-4b79-8b5c-f3cf75e50d0e,Anice Panagiatopoulos,Anice Panagiatopoulos,Camp Follower,,Dependent,None,Unknown,Unknown,Unknown,Unknown,Unknown,false,false,3040-05-11,Unknown,0 C-Bill,Early Childhood,not_applicable,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,false,,,,,,,,Dependent remains in the live personnel export; review scholarship/enrollment status manually.
dependent_on_payroll_review,medium,low,no warrior-candidate signal in compact summaries,e55aec6b-ae14-436d-8dde-add431eb36c9,Gunnur Witter,Gunnur Witter,Camp Follower,,Dependent,None,Unknown,Unknown,Unknown,Unknown,Unknown,false,false,3040-06-22,Unknown,0 C-Bill,Early Childhood,not_applicable,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,false,,,,,,,,Dependent remains in the live personnel export; review scholarship/enrollment status manually.
dependent_on_payroll_review,medium,low,no warrior-candidate signal in compact summaries,36c0af13-781b-4161-b616-5f59208bc427,Theodore Nienaber,Theodore Nienaber,Camp Follower,,Dependent,None,Unknown,Unknown,Unknown,Unknown,Unknown,false,false,3040-07-06,Unknown,0 C-Bill,Early Childhood,not_applicable,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,false,,,,,,,,Dependent remains in the live personnel export; review scholarship/enrollment status manually.
dependent_on_payroll_review,medium,low,no warrior-candidate signal in compact summaries,e99c0718-5f40-4439-b059-4de3843b334b,Jhawar Sarwate,Jhawar Sarwate,Background Character,,Dependent,None,Unknown,Unknown,Unknown,Unknown,Unknown,true,false,3040-08-08,Unknown,25 C-Bill,High School,not_applicable,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,false,,,Interest/Gambling L1/FV8; Language/Any L2/FV6; Streetwise/Any L1/FV7,,,,,Dependent remains in the live personnel export; review scholarship/enrollment status manually.
dependent_on_payroll_review,medium,low,no warrior-candidate signal in compact summaries,1061bd76-8994-42b0-9a7d-bd16d0c90942,Takara Pesseingimpel,Takara Pesseingimpel,Camp Follower,,Dependent,None,Unknown,Unknown,Unknown,Unknown,Unknown,false,false,3040-08-08,Unknown,0 C-Bill,Early Childhood,not_applicable,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,false,,,,,,,,Dependent remains in the live personnel export; review scholarship/enrollment status manually.
dependent_on_payroll_review,medium,low,no warrior-candidate signal in compact summaries,3649eab7-1660-4927-93ae-1adba5b25a35,Wei-Zhen Markkanen,Wei-Zhen Markkanen,Camp Follower,,Dependent,None,Unknown,Unknown,Unknown,Unknown,Unknown,false,false,3040-08-08,Unknown,0 C-Bill,Early Childhood,not_applicable,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,false,,,,,,,,Dependent remains in the live personnel export; review scholarship/enrollment status manually.
dependent_on_payroll_review,medium,low,no warrior-candidate signal in compact summaries,196f6577-e9c5-4f03-a743-d3b8ec1497ea,Zoja Yusef,Zoja Yusef,Camp Follower,,Dependent,None,Unknown,Unknown,Unknown,Unknown,Unknown,false,false,3040-08-08,Unknown,0 C-Bill,Early Childhood,not_applicable,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,false,,,,,,,,Dependent remains in the live personnel export; review scholarship/enrollment status manually.
dependent_on_payroll_review,medium,low,no warrior-candidate signal in compact summaries,f9e68776-5bfc-4d00-9e80-3a2f29226fb3,Anuvitta Arbiz,Anuvitta Arbiz,Camp Follower,,Dependent,None,Unknown,Unknown,Unknown,Unknown,Unknown,false,false,3040-08-31,Unknown,0 C-Bill,Early Childhood,not_applicable,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,false,,,,,,,,Dependent remains in the live personnel export; review scholarship/enrollment status manually.
dependent_on_payroll_review,medium,low,no warrior-candidate signal in compact summaries,bdcd7cad-d444-4cbc-921c-823aedcc61ed,Arthur Zelenohorskyj,Arthur Zelenohorskyj,Camp Follower,,Dependent,None,Unknown,Unknown,Unknown,Unknown,Unknown,false,false,3040-09-07,Unknown,0 C-Bill,Early Childhood,not_applicable,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,false,,,,,,,,Dependent remains in the live personnel export; review scholarship/enrollment status manually.
dependent_on_payroll_review,medium,low,no warrior-candidate signal in compact summaries,4815e1cf-b053-4f8b-9711-b419dc60de2e,Pedro Gacoki,Pedro Gacoki,Camp Follower,,Dependent,None,Unknown,Unknown,Unknown,Unknown,Unknown,false,false,3040-10-03,Unknown,0 C-Bill,Early Childhood,not_applicable,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,false,,,,,,,,Dependent remains in the live personnel export; review scholarship/enrollment status manually.
dependent_on_payroll_review,medium,low,no warrior-candidate signal in compact summaries,fe129d93-f2ce-4925-8d41-616a2db45d20,Rio Kibwe,Rio Kibwe,Camp Follower,,Dependent,None,Unknown,Unknown,Unknown,Unknown,Unknown,false,false,3040-10-03,Unknown,0 C-Bill,Early Childhood,not_applicable,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,false,,,,,,,,Dependent remains in the live personnel export; review scholarship/enrollment status manually.
dependent_on_payroll_review,medium,low,no warrior-candidate signal in compact summaries,84d8e313-7f54-477d-ac82-ccca27c9a376,Tara Tapanelli,Tara Tapanelli,Camp Follower,,Dependent,None,Unknown,Unknown,Unknown,Unknown,Unknown,false,false,3040-10-03,Unknown,0 C-Bill,Early Childhood,not_applicable,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,false,,,,,,,,Dependent remains in the live personnel export; review scholarship/enrollment status manually.
dependent_on_payroll_review,medium,low,no warrior-candidate signal in compact summaries,6327ec40-baab-4ff2-ba02-c888375643b6,Byron Kotaridou,Byron Kotaridou,Camp Follower,,Dependent,None,Unknown,Unknown,Unknown,Unknown,Unknown,false,false,3040-11-03,Unknown,0 C-Bill,Early Childhood,not_applicable,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,false,,,,,,,,Dependent remains in the live personnel export; review scholarship/enrollment status manually.
dependent_on_payroll_review,medium,low,no warrior-candidate signal in compact summaries,9f92fc4c-8406-4dcd-99f3-f696a2e91662,Dr Sonali Yoshida,Dr Sonali Yoshida,Camp Follower,,Dependent,None,Unknown,Unknown,Unknown,Unknown,Unknown,false,false,3040-11-03,Unknown,0 C-Bill,Early Childhood,not_applicable,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,false,,,,,Significant Compulsion - Hates Pirates (ATOW),,,Dependent remains in the live personnel export; review scholarship/enrollment status manually.
dependent_on_payroll_review,medium,low,no warrior-candidate signal in compact summaries,46bbeb09-5faa-409d-80b6-769cdcf9b45d,Guldemunde Konig,Guldemunde Konig,Background Character,,Dependent,None,Unknown,Unknown,Unknown,Unknown,Unknown,true,false,3040-11-03,Unknown,25 C-Bill,College,not_applicable,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,false,,,Art/Drawing L1/FV8; Cryptography L1/FV8; Interrogation L2/FV7; Language/Any L2/FV6; Swimming L1/FV6,,,,,Dependent remains in the live personnel export; review scholarship/enrollment status manually.
dependent_on_payroll_review,medium,low,no warrior-candidate signal in compact summaries,3dd4a071-f0ca-4a14-abb2-275d860eb70a,Joan Ouaziz,Joan Ouaziz,Camp Follower,,Dependent,None,Unknown,Unknown,Unknown,Unknown,Unknown,false,false,3040-11-03,Unknown,0 C-Bill,Early Childhood,not_applicable,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,false,,,,,,,,Dependent remains in the live personnel export; review scholarship/enrollment status manually.
dependent_on_payroll_review,medium,low,no warrior-candidate signal in compact summaries,24788762-9528-4653-b04a-e0263edc1160,Taree De Jesús,Taree De Jesús,Camp Follower,,Dependent,None,Unknown,Unknown,Unknown,Unknown,Unknown,false,false,3040-11-23,Unknown,0 C-Bill,Early Childhood,not_applicable,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,false,,,,,,,,Dependent remains in the live personnel export; review scholarship/enrollment status manually.
